Title,Author,Year,Rating,Raters,Genres
Every Summer After (Paperback),Carley Fortune,2022,4.32,187487,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Young Adult,Adult Fiction,New Adult"
Every Summer After (Paperback),Carley Fortune,2022,4.32,187487,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Young Adult,Adult Fiction,New Adult"
The Intelligent Investor (Paperback),Benjamin Graham,1949,4.25,113615,"Economics,Business,Nonfiction,Economics,Currency,Finance,Self Help,Buisness,Self Help,Unfinished"
It's Kind of a Funny Story (Paperback),Ned Vizzini,2006,4.09,237792,"Young Adult,Fiction,Contemporary,Health,Mental Health,Realistic Fiction,Romance,Young Adult,Psychology,Young Adult"
Punk 57 (Kindle Edition),Penelope Douglas,2016,3.84,280287,"Romance,New Adult,Contemporary,Young Adult,Romance,Young Adult,Fiction,Adult,Dark,Music"
The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,1960,4.19,123088,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military"
The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,1960,4.19,123088,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military"
Perfume: The Story of a Murderer (Paperback),Patrick Süskind,1985,4.03,408067,"Fiction,Classics,Historical,Horror,Mystery,Thriller,Mystery,Historical,European Literature,Novels"
Between Shades of Gray (Hardcover),Ruta Sepetys,2011,4.37,212626,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Romance,Cultural,Young Adult"
The Virgin Suicides (Paperback),Jeffrey Eugenides,1993,3.83,274872,"Fiction,Classics,Contemporary,Young Adult,Literary Fiction,Young Adult,Novels,Health,Adult,Literature"
"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,2016,4.29,269921,"Historical,Fiction,War,Historical,Audiobook,War,World War II,Adult,Book Club,Adult Fiction"
"You (You, #1)",Caroline Kepnes,2014,3.95,209509,"Thriller,Fiction,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Horror,Mystery"
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,2017,4.44,696611,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Fantasy,Romance,Young Adult,Fantasy"
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,4.08,895089,"Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,Science Fiction Fantasy,Animals,Adult"
Alice's Adventures in Wonderland / Through the Looking-Glass (Paperback),Lewis Carroll,1871,4.07,523995,"Classics,Fantasy,Fiction,Childrens,Young Adult,Literature,Adventure,Childrens,Novels,Literature"
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,1955,4.55,801415,"Fantasy,Fiction,Classics,Adventure,Fantasy,Science Fiction Fantasy,Fantasy,Audiobook,Novels,Literature"
Infinite Jest (Paperback),David Foster Wallace,1996,4.26,85104,"Fiction,Classics,Literature,Novels,Contemporary,Humor,Unfinished,Literary Fiction,Philosophy,Literature"
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,2009,4.29,905671,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Fiction,Paranormal,Paranormal,Fantasy,Young Adult"
The Giver of Stars (Hardcover),Jojo Moyes,2019,4.28,349690,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Book Club,Writing,Womens Fiction"
The Four Agreements (Hardcover),Miguel Ruiz,1997,4.18,309662,"Self Help,Nonfiction,Spirituality,Philosophy,Self Help,Psychology,Inspirational,Religion,Audiobook,Business"
Invisible Women: Data Bias in a World Designed for Men (Hardcover),Caroline Criado Pérez,2019,4.37,82618,"Nonfiction,Feminism,Science,Audiobook,Politics,Womens,Sociology,Gender,Social Movements,Business"
The Psychopath Test: A Journey Through the Madness Industry (Paperback),Jon Ronson,2011,3.95,139901,"Nonfiction,Psychology,Science,Health,Audiobook,Writing,Sociology,Mental Health,Crime,Humor"
And the Mountains Echoed (Hardcover),Khaled Hosseini,2012,4.07,345144,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama"
And the Mountains Echoed (Hardcover),Khaled Hosseini,2012,4.07,345144,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama"
The Prince (Paperback),Niccolò Machiavelli,1513,3.83,305862,"Classics,Philosophy,Nonfiction,Politics,History,Literature,Politics,European Literature,Cultural,Academic"
"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2013,4.02,520183,"Fiction,Romance,Contemporary,Humor,Womens Fiction,Adult,Audiobook,Adult Fiction,Book Club,Cultural"
"King of Scars (King of Scars, #1)",Leigh Bardugo,2019,4.17,152930,"Fantasy,Young Adult,Young Adult,Fiction,Fantasy,Romance,Fantasy,LGBT,Audiobook,Adventure"
The Trial (Paperback),Franz Kafka,1925,3.96,281205,"Classics,Fiction,Philosophy,Literature,European Literature,Novels,Science Fiction,Literature,European Literature,Literary Fiction"
Cloud Cuckoo Land (Hardcover),Anthony Doerr,2021,4.27,127490,"Fiction,Historical,Fantasy,Science Fiction,Literary Fiction,Audiobook,Historical,Adult,Writing,Adult Fiction"
Team of Rivals: The Political Genius of Abraham Lincoln (Paperback),Doris Kearns Goodwin,2005,4.26,177025,"History,Nonfiction,Biography,Politics,North American Hi...,Military History,Politics,Leadership,Historical,Audiobook"
The Push (Hardcover),Ashley Audrain,2021,4.09,226444,"Fiction,Thriller,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Thriller,Adult Fiction"
V for Vendetta (Hardcover),Alan Moore,1990,4.26,295651,"Sequential Art,Sequential Art,Fiction,Science Fiction,Science Fiction,Graphic Novels Comics,Classics,Comics,Politics,Fantasy"
For Whom the Bell Tolls (Paperback),Ernest Hemingway,1940,3.98,275304,"Classics,Fiction,Historical,Literature,War,Novels,Literature,Cultural,Classics,Historical"
Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,2003,4.06,200945,"Nonfiction,Science,Humor,Medical,Health,Audiobook,Death,History,Adult,Science"
Steal Like an Artist: 10 Things Nobody Told You About Being Creative (Paperback),Austin Kleon,2012,3.95,260132,"Nonfiction,Art,Self Help,Language,Design,Business,Self Help,Psychology,Productivity,Art"
Ways of Seeing (Paperback),John Berger,1972,3.91,333293,"Art,Nonfiction,Philosophy,Writing,Art,Art,Design,Philosophy,History,Psychology"
"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,2019,4.02,127179,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Romance,Fantasy"
Oliver Twist (Paperback),Charles Dickens,1838,3.88,361930,"Classics,Fiction,Historical,Literature,Literature,Novels,Classics,Historical,Historical,European Literature"
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,2011,4.11,184365,"Fantasy,Young Adult,Paranormal,Fantasy,Science Fiction,Romance,Fantasy,Apocalyptic,Fiction,Fantasy"
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,4.05,255662,"Romance,Young Adult,Contemporary,Young Adult,Romance,Fiction,New Adult,Realistic Fiction,Womens Fiction,Young Adult"
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,2011,4.33,611190,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Fantasy,Adult,Adventure,Audiobook,Epic"
The Screwtape Letters (Kindle Edition),C.S. Lewis,1942,4.25,397213,"Fiction,Classics,Christian,Religion,Religion,Fantasy,Religion,Christian Fiction,Religion,Philosophy"
Cleopatra: A Life (Hardcover),Stacy Schiff,2010,3.71,112542,"History,Biography,Nonfiction,Historical,Northern Africa,Biography Memoir,Audiobook,Cultural,History,Womens"
Cleopatra: A Life (Hardcover),Stacy Schiff,2010,3.71,112542,"History,Biography,Nonfiction,Historical,Northern Africa,Biography Memoir,Audiobook,Cultural,History,Womens"
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,2015,4.08,161638,"Fantasy,Young Adult,Romance,Retellings,Fiction,Young Adult,Historical,Fantasy,Fantasy,Historical"
"A Deadly Education (The Scholomance, #1)",Naomi Novik,2020,4.01,110723,"Fantasy,Young Adult,Fiction,Fantasy,Horror,Young Adult,Audiobook,Fantasy,Fantasy,Science Fiction Fantasy"
The New Drawing on the Right Side of the Brain (Paperback),Betty Edwards,1979,3.87,335961,"Art,Nonfiction,Art,Reference,Psychology,Design,Self Help,Education,How To,Art"
"The Gunslinger (The Dark Tower, #1)",Stephen King,1982,3.93,568297,"Fantasy,Fiction,Horror,Science Fiction,Westerns,Audiobook,Adventure,Science Fiction Fantasy,Thriller,Apocalyptic"
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,2008,4.13,870605,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Fiction,Paranormal,Fantasy,Paranormal,Young Adult"
Paradise Lost (Paperback),John Milton,1667,3.83,153836,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Philosophy,Academic,Classics,Epic"
We Have Always Lived in the Castle (Paperback),Shirley Jackson,1962,3.96,176406,"Horror,Classics,Fiction,Gothic,Mystery,Audiobook,Thriller,Adult,Thriller,Novels"
City of Girls (Hardcover),Elizabeth Gilbert,2019,4.05,250728,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Contemporary,Book Club,New York"
Cat's Cradle (Paperback),Kurt Vonnegut Jr.,1963,4.16,375824,"Fiction,Classics,Science Fiction,Humor,Literature,Novels,Science Fiction,Literature,Fantasy,Literature"
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think (Hardcover),Hans Rosling,2018,4.36,162305,"Nonfiction,Science,Psychology,Economics,History,Politics,Self Help,Business,Sociology,Philosophy"
Just Kids (Hardcover),Patti Smith,2010,4.19,232866,"Nonfiction,Autobiography,Music,Biography,Art,Biography,Biography Memoir,Audiobook,Poetry,New York"
"Bared to You (Crossfire, #1)",Sylvia Day,2012,4.16,501784,"Romance,Adult Fiction,Contemporary,Romance,Adult,Fiction,Romance,Erotica,New Adult,Womens Fiction"
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,2018,4.53,464951,"Sequential Art,Romance,LGBT,Young Adult,Contemporary,Sequential Art,LGBT,Fiction,LGBT,Graphic Novels Comics"
Orphan Train (Paperback),Christina Baker Kline,2013,4.19,418434,"Historical,Fiction,Historical,Book Club,Adult,Adult Fiction,Young Adult,Audiobook,Contemporary,Parenting"
The God Delusion (Hardcover),Richard Dawkins,2006,3.9,256384,"Nonfiction,Religion,Science,Philosophy,Religion,Psychology,Spirituality,Audiobook,Religion,Biology"
We Should All Be Feminists (Kindle Edition),Chimamanda Ngozi Adichie,2012,4.42,254752,"Nonfiction,Feminism,Writing,Audiobook,Politics,Womens,Cultural,Social Movements,Adult,Gender"
"Will Grayson, Will Grayson (Hardcover)",John Green,2010,3.72,379729,"Young Adult,Contemporary,LGBT,Fiction,Romance,LGBT,Realistic Fiction,Young Adult,Young Adult,Humor"
"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,2019,3.93,69220,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,2020,4.54,114020,"Nonfiction,History,Politics,Race,Audiobook,Social Movements,Sociology,Race,Cultural,Historical"
The Paper Palace (Hardcover),Miranda Cowley Heller,2021,3.86,214171,"Fiction,Romance,Contemporary,Audiobook,Literary Fiction,Adult,Adult Fiction,Book Club,Womens Fiction,Family"
"Watership Down (Watership Down, #1)",Richard  Adams,1972,4.07,462680,"Classics,Fiction,Fantasy,Young Adult,Animals,Childrens,Adventure,Literature,Novels,Audiobook"
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,1986,4.29,287867,"Fantasy,Young Adult,Fiction,Romance,Childrens,Fantasy,Childrens,Classics,Adventure,Audiobook"
The Idiot (Paperback),Fyodor Dostoevsky,1869,4.2,160457,"Classics,Fiction,Cultural,Literature,Literature,Novels,Philosophy,Literature,Classics,Historical"
The Remains of the Day (Paperback),Kazuo Ishiguro,1989,4.14,261290,"Fiction,Historical,Classics,Literary Fiction,Historical,Literature,Novels,European Literature,Contemporary,Audiobook"
"Neuromancer (Sprawl, #1)",William Gibson,1984,3.9,300294,"Science Fiction,Fiction,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction,Fantasy,Novels,Speculative Fiction,Audiobook"
Mere Christianity (Kindle Edition),C.S. Lewis,1942,4.34,365075,"Christian,Nonfiction,Religion,Religion,Religion,Classics,Philosophy,Religion,Spirituality,Christian"
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,2003,3.78,849208,"Womens Fiction,Fiction,Contemporary,Romance,Adult,Humor,Adult Fiction,Couture,Novels,Realistic Fiction"
The Selfish Gene (Paperback),Richard Dawkins,1976,4.15,166062,"Science,Nonfiction,Science,Biology,Philosophy,Psychology,Science,Biology,Audiobook,Religion"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,1995,3.54,586307,"Fantasy,Fiction,Adult,Retellings,Science Fiction Fantasy,Adult Fiction,Paranormal,Fantasy,Fantasy,Classics"
"Girl, Interrupted (Paperback)",Susanna Kaysen,1993,3.92,214787,"Nonfiction,Autobiography,Psychology,Health,Biography,Mental Health,Classics,Biography Memoir,Biography,Adult"
Their Eyes Were Watching God (Paperback),Zora Neale Hurston,1937,3.97,312664,"Classics,Fiction,Historical,Academic,Cultural,Literature,Feminism,Novels,Academic,Historical"
"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,2019,4.08,100555,"Fantasy,Young Adult,Romance,Young Adult,Fantasy,Fiction,Audiobook,Fantasy,Romance,Paranormal"
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005,4.16,322109,"Romance,Fantasy,Paranormal,Romance,Fantasy,Fantasy,Adult,Fiction,Adult Fiction,Fantasy"
"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,2019,3.97,288160,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
The Institute (Hardcover),Stephen King,2019,4.2,216796,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
The Thirteenth Tale (Hardcover),Diane Setterfield,2006,3.97,300725,"Fiction,Mystery,Historical,Gothic,Writing,Adult,Fantasy,Historical,Thriller,Book Club"
"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,2020,3.88,133884,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Romance,Fantasy,Audiobook,Fantasy,Fantasy"
Madame Bovary (Paperback),Gustave Flaubert,1856,3.69,302570,"Classics,Fiction,Cultural,Literature,European Literature,Romance,Literature,Novels,Historical,Classics"
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,2011,4.03,168979,"Young Adult,Fantasy,Fantasy,Romance,Mystery,Fiction,Fantasy,Horror,Contemporary,Romance"
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life (Paperback),Jen Sincero,2013,3.95,207373,"Self Help,Nonfiction,Self Help,Audiobook,Psychology,Business,Inspirational,Adult,Unfinished,Health"
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2007,3.99,616029,"Fiction,Humor,Childrens,Childrens,Young Adult,Realistic Fiction,Sequential Art,Humor,Sequential Art,Diary"
A Room of One's Own (Paperback),Virginia Woolf,1928,4.2,169185,"Classics,Nonfiction,Feminism,Writing,Philosophy,Language,Literature,Womens,Literature,European Literature"
Astrophysics for People in a Hurry (Hardcover),Neil deGrasse Tyson,2017,4.09,154209,"Science,Nonfiction,Audiobook,Science,Science,Space,History,Science,Adult,Education"
"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,2016,4.38,209975,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Young Adult,Fiction,Fantasy,Paranormal,Paranormal"
On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen King,2000,4.33,263086,"Nonfiction,Language,Autobiography,Biography,Reference,Audiobook,Biography,Biography Memoir,Writing,Self Help"
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,2010,4.32,754848,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Young Adult"
Truly Madly Guilty (Hardcover),Liane Moriarty,2016,3.58,278150,"Fiction,Contemporary,Womens Fiction,Audiobook,Mystery,Adult,Adult Fiction,Cultural,Thriller,Drama"
Northanger Abbey (Paperback),Jane Austen,1817,3.84,360700,"Classics,Fiction,Romance,Gothic,Historical,Literature,Literature,Historical,Audiobook,European Literature"
To the Lighthouse (Paperback),Virginia Woolf,1927,3.79,161363,"Classics,Fiction,Literature,Novels,European Literature,Literature,Feminism,Literary Fiction,Academic,Classics"
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,1995,4.17,285675,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Adventure,Audiobook,Young Adult"
Know My Name (ebook),Chanel Miller,2019,4.72,147985,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Crime,Biography Memoir,Adult,Biography,Womens"
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,2006,4.25,879544,"Fiction,Mystery,Thriller,Mystery,Thriller,Suspense,Contemporary,Cultural,Adult,Audiobook"
The Ten Thousand Doors of January (Hardcover),Alix E. Harrow,2019,4.05,107592,"Fantasy,Fiction,Historical,Young Adult,Magical Realism,Audiobook,Historical,Adventure,Writing,Adult"
Code Name Verity (Paperback),Elizabeth Wein,2012,4.02,110020,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
Code Name Verity (Paperback),Elizabeth Wein,2012,4.02,110020,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,2006,4.08,239208,"Science Fiction,Fiction,Cultural,Science Fiction Fantasy,Fantasy,Audiobook,Science Fiction,Novels,Speculative Fiction,Cultural"
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,2017,4.29,107991,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Audiobook,Fantasy,Fantasy,Adventure,Science Fiction Fantasy"
"Legendborn (Legendborn, #1)",Tracy Deonn,2020,4.41,73717,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Retellings,Fantasy,LGBT,Fantasy,Audiobook"
Firekeeper's Daughter (Hardcover),Angeline Boulley,2021,4.36,97209,"Young Adult,Mystery,Fiction,Thriller,Contemporary,Audiobook,Thriller,Fantasy,Romance,Realistic Fiction"
"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211501,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
Watchmen (Paperback),Alan Moore,1987,4.37,530374,"Sequential Art,Sequential Art,Fiction,Science Fiction,Fantasy,Graphic Novels Comics,Comics,Classics,Comics,Science Fiction"
Big Magic: Creative Living Beyond Fear (Hardcover),Elizabeth Gilbert,2015,3.95,189506,"Nonfiction,Self Help,Language,Audiobook,Self Help,Art,Psychology,Autobiography,Inspirational,Business"
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,2012,4.16,177132,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Fantasy,Adventure,Young Adult,Fantasy"
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519737,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
The Wife Between Us (Hardcover),Greer Hendricks,2018,3.86,320813,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
