Title,Author,Year,Rating,Raters
"Coffey's Hands (The Green Mile, #3)",Stephen King,Missing,4.52,16837
Kraken (Hardcover),China Miéville,Missing,3.61,25156
Nathaniel (Paperback),John Saul,Missing,3.84,5742
"Still Life With Crows (Pendergast, #4)",Douglas Preston,Missing,4.20,35646
"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs,Missing,4.14,140054
"Mary: The Summoning (Bloody Mary, #1)",Hillary Monahan,Missing,3.73,2067
The Good Guy (Hardcover),Dean Koontz,Missing,3.85,35750
"東京喰種トーキョーグール 3 (Tokyo Ghoul, #3)",Sui Ishida,Missing,4.40,18436
Piercing (Paperback),Ryū Murakami,Missing,3.65,9310
Bad Man (Kindle Edition),Dathan Auerbach,Missing,3.37,3076
Confessions (Paperback),Kanae Minato,Missing,4.06,24807
"Saint Odd (Odd Thomas, #7)",Dean Koontz,Missing,4.18,20341
Snow (Paperback),Ronald Malfi,Missing,3.69,2211
"Blood Beast (The Demonata, #5)",Darren Shan,Missing,4.13,11222
"The New Girl (Fear Street, #1)",R.L. Stine,Missing,3.62,7390
The Worm and His Kings (The Worm and His Kings #1),Hailey Piper,Missing,3.96,974
Sons of Destiny (Cirque du Freak #12),Darren Shan,Missing,4.21,20944
The Resort (Mass Market Paperback),Bentley Little,Missing,3.67,3226
"Loop (Ring, #3)",Kōji Suzuki,Missing,3.56,3370
Ghost Summer (Paperback),Tananarive Due,Missing,4.22,1459
The Tenth Girl (Hardcover),Sara Faring,Missing,2.87,2372
"Catacomb (Asylum, #3)",Madeleine Roux,Missing,3.81,10803
Dagon and Other Macabre Tales (Hardcover),H.P. Lovecraft,Missing,4.20,5158
Death Troopers (Star Wars),Joe Schreiber,Missing,3.67,9703
The Monkey's Paw (Oxford Bookworms),Diane Mowat,Missing,3.88,21525
"Gyo, Vol. 1 (Paperback)",Junji Ito,Missing,3.86,4562
The Thing on the Doorstep (Kindle Edition),H.P. Lovecraft,Missing,4.07,3604
The Murders in the Rue Morgue - a C. Auguste Dupin Short Story (C. Auguste Dupin #1),Edgar Allan Poe,Missing,3.84,32208
The Abominable (Hardcover),Dan Simmons,Missing,3.60,6919
"The Walking Dead, Book Three (Hardcover)",Robert Kirkman,Missing,4.41,13695
"Seeds of Yesterday (Dollanganger, #4)",V.C. Andrews,Missing,3.83,38201
The Last Time I Lied (Kindle Edition),Riley Sager,Missing,4.05,114560
Lost Gods (ebook),Brom,Missing,4.21,4678
Floating Staircase (Paperback),Ronald Malfi,Missing,3.75,2896
Others (Paperback),James Herbert,Missing,3.85,4271
The Manitou (Manitou #1),Graham Masterton,Missing,3.72,3954
Black Creek Crossing (Paperback),John Saul,Missing,3.86,5223
"Nightbooks (Nightbooks, #1)",J.A. White,Missing,4.01,7620
"Fables & Reflections (The Sandman, #6)",Neil Gaiman,Missing,4.43,54397
Lunar Park (Paperback),Bret Easton Ellis,Missing,3.63,27164
Sepulchre (Paperback),James Herbert,Missing,3.67,3440
"The Haunting of Sunshine Girl (The Haunting of Sunshine Girl, #1)",Paige McKenzie,Missing,3.89,11012
Southern Gods (Paperback),John Hornor Jacobs,Missing,3.71,1825
"The Lost World (Jurassic Park, #2)",Michael Crichton,Missing,3.82,140332
Funland (Mass Market Paperback),Richard Laymon,Missing,3.79,4093
Missing,Missing,Missing,0,0
Missing,Missing,Missing,0,0
