Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,cluster
3.94,241632,10748,large,old,3.96,large,0
2.53,110,31,very small,new,2.52,small,0
3.66,1260,424,small,new,2.7,small,0
4.21,3294553,292072,average,new,4.42,large,0
3.68,343085,9656,large,old,3.58,large,0
3.96,117132,12589,very small,new,3.97,large,0
3.87,711749,95191,very small,new,4.09,large,0
2.85,457,132,small,new,2.56,small,0
3.9,225783,9953,large,old,3.9,large,0
4.24,83955,18133,very small,new,4.32,large,0
3.94,1634737,124980,small,new,3.85,large,0
3.99,711648,83219,small,new,4.07,large,0
4.46,1572490,93424,medium,new,4.55,large,0
4.36,152385,10160,very small,new,4.36,large,0
4.03,6677085,294113,medium,new,2.72,medium,0
3.97,1666786,107827,small,new,4.06,large,0
3.89,68534,6454,average,new,2.91,small,0
4.1,3288566,133159,medium,new,4.17,large,0
3.86,771994,75013,small,new,3.98,large,0
4.0,147813,4930,large,old,4.0,large,0
4.03,448262,49194,small,new,4.25,large,0
3.48,1266,354,very small,new,2.91,small,0
4.26,2271485,270393,small,new,4.28,large,0
4.03,1583115,95727,medium,new,4.21,large,0
3.95,2764979,144706,medium,new,3.78,large,0
4.02,321484,38720,small,new,4.09,large,0
4.14,7410768,236954,large,old,3.84,large,0
2.99,141,25,very small,new,2.99,small,0
4.12,344433,32559,average,new,4.26,large,0
3.64,22975,3238,small,new,2.98,medium,0
2.06,1088,351,very small,new,2.42,small,0
3.96,2767022,263017,medium,new,3.54,large,0
4.06,359111,35076,small,new,4.04,large,0
3.84,135748,27471,small,new,4.15,medium,0
3.87,185149,20457,large,new,2.83,small,0
4.18,175469,15402,very small,new,4.2,large,0
4.06,17484898,775851,large,new,4.2,large,0
4.12,183808,28174,medium,new,3.88,large,0
3.98,376543,46749,small,new,3.88,large,0
3.49,18132,1790,small,new,2.93,medium,0
3.95,1515014,121188,small,new,4.06,large,0
3.75,4424653,167742,small,new,3.83,large,0
4.17,1701431,237356,medium,new,4.23,large,0
3.78,1665108,166468,small,new,3.57,large,0
4.04,728872,85475,small,new,4.19,large,0
4.01,98214,8594,medium,new,4.04,large,0
4.2,901999,100957,small,new,4.35,large,0
3.8,2368,207,medium,new,1.51,small,0
3.93,399522,40667,very small,new,3.97,large,0
3.86,654657,63903,very small,new,3.81,large,0
4.17,4852880,160529,medium,new,4.16,large,0
4.26,177237,5756,average,old,4.34,large,0
3.77,297878,12798,large,old,3.76,large,0
3.46,1246,156,medium,new,2.78,small,0
4.0,8873839,413756,small,new,3.72,large,0
4.06,751443,50594,small,new,4.07,large,0
4.21,3294553,292072,average,new,4.23,large,0
3.0,912,282,very small,new,2.94,small,0
3.93,363013,14270,small,new,3.92,large,0
4.38,729679,128337,medium,new,4.44,large,0
3.62,136271,25225,very small,new,3.59,large,0
3.91,40446,7648,very small,new,3.91,large,0
3.97,66499,12248,medium,new,2.85,medium,0
4.09,239119,21233,medium,new,4.09,large,0
4.08,2151443,108389,medium,new,3.97,large,0
4.55,81683,11940,small,new,4.57,large,0
3.91,5107601,118141,large,old,3.8,large,0
4.27,3847577,430281,small,new,4.46,large,0
4.4,4949957,344988,large,new,4.47,large,0
3.89,684654,31211,average,old,3.9,large,0
4.12,651374,88754,very small,new,4.15,large,0
3.7,13467,1828,average,new,2.75,small,0
4.15,1523417,155114,small,new,3.88,large,0
3.73,1158,156,medium,new,2.74,small,0
4.16,1079710,59747,average,new,4.14,large,0
3.88,890,184,small,new,2.93,small,0
4.12,613422,47259,medium,new,4.18,large,0
3.85,52855,4085,large,new,2.72,small,0
4.36,166358,13497,very small,new,4.36,large,0
4.01,1538963,115892,small,new,4.09,large,0
1.74,1485,367,very small,new,1.84,small,0
3.92,1427808,98476,small,new,3.93,large,0
3.31,891,150,small,new,2.69,small,0
4.24,9638832,874566,medium,new,4.26,large,0
2.14,1120,436,very small,new,2.04,small,0
3.94,3519871,139555,average,new,2.86,medium,0
4.05,422872,41734,average,new,4.08,large,0
4.02,694982,93391,large,new,3.82,large,0
4.35,10073631,175261,large,old,4.55,large,0
4.05,134340,24321,small,new,4.27,large,0
4.21,65669,2052,average,new,2.96,small,0
3.15,2005,363,small,new,2.8,small,0
3.69,2279140,116284,small,new,4.05,large,0
4.01,2107597,84513,small,new,3.83,large,0
3.53,622,128,very small,new,3.06,small,0
3.83,2446549,97599,large,old,4.03,large,0
4.14,7226538,450339,large,new,4.15,large,0
3.68,8401,896,small,new,2.95,small,0
3.7,91995,17468,very small,new,3.75,large,0
2.93,1107,169,small,new,2.78,small,0
3.83,2446525,97595,large,old,3.81,large,0
3.79,348051,35276,small,new,3.82,large,0
4.18,3446416,39176,medium,old,4.18,large,0
3.36,925,139,very small,new,2.73,small,0
3.9,8567,1425,small,new,2.8,small,0
3.34,5892,1526,small,new,2.97,small,0
4.17,1701292,237346,medium,new,4.22,large,0
3.85,1336716,117743,small,new,4.14,large,0
4.14,3884884,114659,large,new,4.33,large,0
3.76,254886,28396,very small,new,3.76,large,0
2.98,733,410,very small,new,2.91,small,0
4.08,1002450,22444,small,old,4.05,large,0
3.85,240710,26287,very small,new,3.85,large,0
3.82,664408,28165,small,new,3.75,large,0
3.33,6192,1073,small,new,2.79,medium,0
3.22,70422,9251,small,new,2.97,medium,0
4.15,1633640,39790,medium,new,4.03,large,0
3.14,1294,294,very small,new,2.75,small,0
2.45,1796,433,small,new,2.06,small,0
4.1,1259283,46344,small,old,4.12,large,0
3.22,8082,1896,very small,new,2.89,small,0
4.1,126130,16308,very small,new,4.09,large,0
4.28,2218681,125438,average,new,4.16,large,0
4.31,591334,79555,small,new,4.34,large,0
3.04,1204,192,very small,new,2.8,small,0
4.4,4950089,344996,large,new,4.65,large,0
4.0,1154518,87030,small,new,4.1,large,0
4.46,32199613,716327,large,new,4.5,large,0
4.21,2589749,270000,medium,new,4.13,large,0
4.23,5795812,139973,medium,new,3.31,large,0
2.79,419,121,very small,new,2.79,small,0
3.75,3109459,136095,medium,new,3.84,large,0
3.32,3790,832,very small,new,2.9,medium,0
4.09,214478,24004,small,new,3.86,large,0
3.97,177814,22261,small,new,4.04,large,0
3.96,406198,58486,small,new,4.07,large,0
4.02,151826,19747,small,new,4.04,large,0
4.22,89964,5367,medium,old,4.23,large,0
3.88,266030,17835,very small,old,3.88,large,0
3.81,1643267,66729,small,new,3.87,large,0
3.05,17319,2493,very small,new,2.85,medium,0
3.96,61613,5548,average,new,2.86,small,0
4.02,1436037,65349,large,old,4.02,large,0
3.9,1002273,113174,medium,new,4.03,large,0
4.06,16049,416,average,new,2.73,small,0
3.99,3603626,223840,small,new,4.1,large,0
3.42,2287,398,very small,new,2.93,small,0
3.72,61211,10022,very small,new,3.73,large,0
3.22,8082,1896,very small,new,2.07,small,0
3.22,5578,192,average,new,2.86,small,0
3.57,31847,3517,average,new,2.95,small,0
3.98,176295,16812,very small,new,3.89,large,0
3.87,93822,4670,large,old,3.85,large,0
4.11,486457,23285,small,new,4.13,large,0
3.28,1186,171,very small,new,2.72,small,0
3.94,1634737,124980,small,new,3.94,large,0
3.81,230785,9537,large,old,3.84,large,0
2.89,22319,1081,medium,old,2.95,medium,0
3.33,2713,294,small,new,2.8,small,0
4.2,306036,18367,small,new,4.21,large,0
3.71,473460,44905,small,new,3.52,large,0
3.76,128826,7264,medium,new,2.95,medium,0
3.87,135227,13517,small,new,3.87,large,0
3.98,474287,45324,small,new,4.05,large,0
4.22,1454659,65914,average,new,4.17,large,0
3.48,203248,20712,small,new,3.49,large,0
3.72,400482,63948,average,new,3.68,large,0
4.03,748734,76103,small,new,4.14,large,0
2.86,338,40,very small,new,2.86,small,0
3.7,144865,25372,small,new,3.53,large,0
4.12,544313,19552,average,old,4.03,large,0
4.07,2787191,100770,large,old,4.09,large,0
3.94,1830702,68280,small,new,3.99,large,0
4.0,692989,44204,large,old,2.99,medium,0
3.86,654642,63903,very small,new,3.86,large,0
3.68,13006065,387890,medium,new,3.85,large,0
4.07,1522375,109106,average,new,4.13,large,0
3.05,20869,1573,large,new,2.78,medium,0
3.59,307708,11438,medium,new,2.51,medium,0
4.36,8085275,673336,medium,new,4.48,large,0
3.52,101838,23576,very small,new,3.57,large,0
3.53,1625,172,medium,new,2.78,small,0
4.59,249076,31464,very small,new,4.59,large,0
4.13,505290,34239,small,new,4.28,large,0
4.21,290107,23344,very small,new,4.2,large,0
2.88,3712,464,small,new,2.82,medium,0
3.91,1569054,57986,small,new,3.93,large,0
4.17,231021,18751,very small,new,4.16,large,0
3.0,1277,312,very small,new,3.0,medium,0
4.1,207786,23624,small,new,4.08,large,0
3.87,212731,32333,small,new,3.95,large,0
4.07,1257997,85583,large,old,4.01,large,0
2.82,168,31,very small,new,2.82,small,0
3.75,500075,49620,small,new,3.64,large,0
4.13,1187810,149821,very small,new,4.01,large,0
3.9,1002342,113179,medium,new,3.65,large,0
4.15,51896,12698,very small,new,4.15,large,0
3.99,60645,7688,very small,new,3.98,large,0
4.23,8430713,485060,average,new,4.09,large,0
3.08,3979,850,very small,new,2.9,medium,0
3.57,37973,4159,small,new,2.73,medium,0
4.23,5795640,139969,medium,old,4.27,large,0
4.16,7067589,179295,large,old,4.34,large,0
3.98,128417,18302,very small,new,4.03,large,0
3.68,743254,31589,medium,new,3.59,large,0
3.68,470379,41727,small,new,3.76,large,0
3.7,358832,17697,large,old,3.7,large,0
3.93,261296,27655,small,new,4.07,large,0
4.01,1019490,45647,medium,new,4.24,large,0
4.1,285802,8170,medium,new,4.13,large,0
3.95,1515062,121192,small,new,3.97,large,0
4.32,824595,70577,small,new,4.3,large,0
3.82,158359,15904,large,new,2.92,small,0
3.57,664896,30878,large,old,3.53,large,0
4.25,466985,16798,medium,old,4.38,large,0
3.99,2966177,120429,large,old,4.15,large,0
3.82,1036312,56960,medium,new,3.77,large,0
3.79,479694,31904,large,old,3.96,large,0
3.55,42777,1249,small,new,2.59,small,0
2.89,559,66,very small,new,2.89,small,0
2.84,11985,1328,very small,new,2.84,medium,0
4.04,215548,36148,small,new,4.05,large,0
2.86,1349,424,small,new,2.09,small,0
3.48,961,197,very small,new,2.9,small,0
4.3,743089,63894,small,new,4.39,large,0
2.89,4289,253,small,new,2.77,small,0
4.02,698105,26920,average,new,3.9,large,0
3.91,3609421,121932,large,old,3.79,large,0
3.72,32787,3625,medium,new,2.92,medium,0
4.17,3659317,407612,medium,new,4.49,large,0
3.46,67355,5817,large,new,3.02,small,0
4.32,145037,12607,small,new,4.35,large,0
3.7,959456,56710,large,new,2.91,medium,0
4.01,1111519,18062,average,old,4.04,large,0
3.56,249464,29195,small,new,2.93,medium,0
4.02,1406741,95514,small,old,4.16,large,0
4.07,87088,3771,small,new,2.88,medium,0
4.05,1909306,216951,small,new,3.95,large,0
3.65,10846,1837,medium,new,2.95,small,0
3.87,403715,37800,small,new,3.87,large,0
4.13,1478207,69875,average,new,4.16,large,0
3.96,422550,37908,medium,new,3.92,large,0
4.27,3848195,430320,small,new,4.26,large,0
4.09,1514160,146950,very small,new,4.17,large,0
3.86,1075244,91140,small,new,3.78,large,0
4.03,370132,15059,large,old,4.07,large,0
4.46,1572436,93422,medium,new,4.52,large,0
3.99,2257526,229455,medium,new,3.97,large,0
2.91,1294,223,very small,new,2.91,medium,0
4.46,113948,9697,small,new,4.47,large,0
4.15,1056468,34645,large,old,4.01,large,0
3.46,947803,27917,large,old,3.43,large,0
4.03,616403,37937,medium,new,4.1,large,0
4.35,305117,21747,small,new,4.41,large,0
3.51,1874,203,very small,new,2.85,small,0
3.79,17166,2381,small,new,2.73,small,0
3.95,3271355,221863,small,new,3.58,large,0
3.84,135700,27467,small,new,3.76,large,0
4.2,522317,45948,small,new,4.22,large,0
4.26,2271354,270378,small,new,4.37,large,0
3.89,501391,62909,small,new,3.97,large,0
4.14,7410613,236945,large,old,4.04,large,0
3.78,232128,12935,large,old,3.63,large,0
3.91,3609346,121924,large,new,2.93,small,0
3.97,642536,27961,large,old,3.99,large,0
3.87,1452643,59872,medium,new,2.96,medium,0
4.0,1154503,87029,small,new,3.99,large,0
3.96,2766957,263016,medium,new,3.97,large,0
3.65,254745,32131,medium,new,3.58,large,0
3.92,594011,39659,large,new,2.82,small,0
4.08,50137,7221,very small,new,4.12,large,0
4.34,3015046,42829,average,old,4.35,large,0
4.15,1633601,39790,medium,new,4.16,large,0
4.0,192159,31034,small,new,4.07,large,0
2.88,1363,299,very small,new,2.88,medium,0
3.87,185148,20457,large,new,2.97,small,0
3.92,1014602,64007,medium,new,3.91,large,0
3.98,663103,40693,medium,new,4.01,large,0
2.76,3648,642,medium,new,2.27,small,0
3.78,1187424,108270,small,new,3.65,large,0
4.03,1583136,95729,medium,new,4.06,large,0
2.68,573,231,very small,new,2.68,small,0
3.79,362345,45488,small,new,4.03,large,0
4.03,448266,49196,small,new,3.85,large,0
4.08,1913891,162394,average,new,4.26,large,0
3.02,2910,236,very small,new,2.86,medium,0
3.5,74051,9711,small,new,2.94,medium,0
4.19,118495,11616,small,new,4.21,large,0
4.23,8430713,485060,average,new,4.4,large,0
3.69,2279140,116284,small,new,3.95,large,0
4.47,243297,15363,medium,new,4.47,large,0
3.1,5563,1303,small,new,2.52,small,0
3.9,177019,11727,large,old,3.99,large,0
3.74,63188,13048,very small,new,3.74,large,0
3.96,949773,41166,very small,new,3.96,large,0
3.41,1688,132,very small,new,2.97,small,0
2.78,1006,64,very small,new,2.76,small,0
3.94,2278946,66569,average,new,3.8,large,0
3.15,1936,332,very small,new,2.88,small,0
4.23,8430713,485060,average,new,4.56,large,0
3.09,2401,325,small,new,2.92,small,0
3.17,40875,9436,average,new,2.74,medium,0
3.73,41367,4854,large,new,2.7,small,0
4.23,8430689,485059,average,new,4.13,large,0
3.2,424,257,very small,new,2.92,small,0
4.06,17485061,775865,large,new,4.12,large,0
3.87,311380,45135,very small,new,3.87,large,0
4.2,395802,25317,small,new,4.15,large,0
3.18,304,64,small,new,2.54,small,0
4.11,58380,5901,medium,new,2.98,small,0
2.95,2972,298,small,new,2.94,medium,0
4.24,9638832,874566,medium,new,4.28,large,0
4.15,212487,22695,small,new,4.12,large,0
3.84,1580588,86182,medium,new,3.85,large,0
3.82,1238347,50189,large,old,3.64,large,0
3.35,132755,6145,small,new,2.96,medium,0
3.2,2054,281,very small,new,2.96,small,0
3.85,188425,14913,medium,new,3.84,large,0
3.89,3113071,158298,small,new,3.5,large,0
4.32,824572,70577,small,new,4.46,large,0
3.93,1245740,68909,large,old,4.09,large,0
4.38,88310,7406,very small,new,4.38,large,0
3.88,348717,1055,small,old,3.87,large,0
4.21,3294553,292072,average,new,4.11,large,0
3.65,132036,18639,small,new,2.94,medium,0
3.49,270035,26165,small,new,3.83,large,0
2.82,394,47,very small,new,2.88,small,0
4.45,123444,13643,very small,new,4.45,large,0
3.91,5107397,118138,large,old,3.93,large,0
4.04,917348,58921,medium,new,4.03,large,0
3.93,1104,189,very small,new,2.97,small,0
4.36,8085813,673367,medium,new,4.56,large,0
4.36,8085275,673336,medium,new,4.42,large,0
4.31,3556497,296620,medium,new,4.14,large,0
3.68,13006232,387893,medium,new,3.72,large,0
3.54,13838,3501,very small,new,3.49,medium,0
3.94,1006296,30319,medium,new,3.95,large,0
3.98,142216,3988,medium,new,3.99,large,0
3.22,5578,192,average,new,2.89,small,0
3.78,226465,10317,small,old,3.78,large,0
3.84,63748,7883,small,new,2.69,medium,0
4.17,3659560,407634,medium,new,3.84,large,0
3.9,141130,7868,large,new,2.91,small,0
3.93,399522,40667,very small,new,3.95,large,0
4.24,9639290,874594,medium,new,4.33,large,0
3.04,631,81,very small,new,2.92,small,0
2.34,724,155,very small,new,2.34,small,0
3.97,817675,23025,small,old,3.99,large,0
4.29,989780,60186,medium,new,4.29,large,0
4.17,1997007,34613,average,old,4.19,large,0
4.09,175511,9282,large,new,2.75,small,0
4.06,544129,75985,small,new,3.95,large,0
3.8,3889259,172390,average,new,3.9,large,0
4.22,1206781,23221,average,old,4.23,large,0
4.36,99237,14466,very small,new,4.36,large,0
3.69,2685635,50212,medium,old,3.69,large,0
4.17,1036190,87024,small,new,2.99,small,0
3.16,1281,307,very small,new,2.93,small,0
3.23,2277,292,small,new,2.78,small,0
3.88,87615,18913,very small,new,3.88,large,0
2.39,3234,1117,very small,new,1.91,small,0
3.19,1005,142,small,new,2.93,small,0
3.96,680773,55356,very small,new,3.96,large,0
4.04,98375,11139,small,new,4.11,large,0
4.49,112561,13129,small,new,4.51,large,0
2.8,670,150,very small,new,2.74,small,0
3.9,146928,11656,medium,new,4.04,large,0
4.12,673448,47749,medium,new,4.29,large,0
4.03,500348,18002,large,old,3.96,large,0
4.39,101991,8864,small,new,4.39,large,0
4.37,43949,6078,small,new,4.4,large,0
3.99,3603898,223858,small,new,3.67,large,0
3.75,4424543,167741,small,new,3.66,large,0
3.64,48939,4949,small,new,2.64,medium,0
4.06,303086,35484,average,new,4.18,large,0
3.7,959456,56710,large,new,2.83,medium,0
2.7,4244,442,very small,new,2.58,medium,0
3.86,7295856,154518,large,old,3.95,large,0
3.24,6224,565,small,new,2.83,small,0
4.0,1031772,123843,very small,new,4.03,large,0
3.69,7087,905,average,new,2.65,small,0
3.02,537,73,very small,new,2.43,small,0
4.46,32200425,716343,large,new,4.19,large,0
3.74,1097044,75318,average,new,3.93,large,0
4.49,212975,28557,very small,new,4.44,large,0
4.11,136834,6910,small,old,4.16,large,0
4.13,849238,20611,large,new,4.15,large,0
4.16,1422554,38142,large,old,4.15,large,0
2.76,1633,397,very small,new,2.44,small,0
2.89,4289,253,small,new,2.77,small,0
4.27,3848367,430331,small,new,4.09,large,0
3.84,88656,4241,small,new,3.87,large,0
4.26,14551351,471004,small,new,4.32,large,0
3.69,251603,28845,very small,new,3.7,large,0
3.99,345996,30768,small,new,4.03,large,0
4.21,3294466,292070,average,new,4.15,large,0
3.82,2372006,54763,small,new,3.84,large,0
3.78,1187320,108261,small,new,3.69,large,0
3.84,650844,13906,large,new,2.7,small,0
4.34,1200209,39501,average,old,4.36,large,0
3.87,2667951,76866,average,new,4.08,large,0
3.91,192097,33234,very small,new,4.08,large,0
4.07,2611584,131252,large,new,4.07,large,0
3.83,633775,57334,small,new,4.13,large,0
4.2,1640166,86283,small,new,4.22,large,0
3.6,1171751,68896,small,new,3.63,large,0
4.17,4852942,160529,medium,new,4.25,large,0
4.16,50061,6516,very small,new,4.19,large,0
2.25,103,61,very small,new,2.25,small,0
3.66,27562,3779,small,new,2.96,medium,0
4.38,729747,128345,medium,new,4.19,large,0
3.26,1098,195,small,new,2.63,small,0
3.25,2300,491,small,new,2.84,small,0
3.86,673575,32752,large,old,3.95,large,0
3.86,955826,36481,medium,new,3.92,large,0
3.94,193498,36372,small,new,4.08,large,0
4.3,281118,47891,small,new,4.26,large,0
4.13,1187570,149802,very small,new,4.26,large,0
4.11,3003022,213734,medium,new,4.12,large,0
4.3,934711,63078,small,new,4.39,large,0
3.97,1030443,82303,medium,new,4.07,large,0
4.29,71704,6426,medium,new,3.92,medium,0
4.19,1947631,101858,large,old,4.25,large,0
3.84,283099,12581,large,old,3.78,large,0
4.23,708018,26772,average,old,4.25,large,0
4.36,410151,46054,small,new,4.13,large,0
3.46,67355,5817,large,new,2.42,medium,0
4.37,6423128,220105,large,new,4.15,large,0
3.79,1194214,52807,medium,new,3.72,large,0
4.13,132150,1812,very small,new,4.13,large,0
3.71,491312,25276,small,new,3.82,large,0
4.08,128132,22623,very small,new,4.28,large,0
4.33,4717719,195536,small,new,4.33,large,0
3.35,3582,381,very small,new,2.66,small,0
3.98,293522,23559,very small,new,3.99,large,0
4.16,1044991,70115,small,new,4.15,large,0
3.9,91741,7210,very small,new,3.88,large,0
4.21,2589882,270016,medium,new,4.43,large,0
4.35,10073413,175255,large,old,4.38,large,0
2.76,357,63,very small,new,2.75,small,0
4.25,502750,24160,average,new,3.91,large,0
4.02,1435968,65346,large,old,4.01,large,0
4.06,4699806,273615,small,new,4.11,large,0
4.15,1539993,51513,large,old,2.46,small,0
2.89,1977,191,very small,new,2.89,medium,0
3.91,67113,4793,small,new,2.68,medium,0
3.79,133753,4969,large,old,3.8,large,0
3.84,75005,13682,small,new,3.71,large,0
3.84,1514834,29713,large,old,3.79,large,0
3.68,13006278,387894,medium,new,3.72,large,0
4.1,696075,54447,medium,new,4.17,large,0
4.05,901390,68723,medium,new,3.88,large,0
4.09,2906111,278344,average,new,3.55,large,0
4.3,440150,36353,small,new,4.3,large,0
4.06,17485116,775867,large,new,4.22,large,0
3.85,318418,36859,small,new,3.95,large,0
4.03,75583,4554,small,new,4.03,large,0
3.62,126031,9835,medium,new,2.79,medium,0
4.46,32199008,716314,large,new,4.47,large,0
4.52,100472,10225,small,new,4.52,large,0
3.91,3609421,121932,large,old,3.86,large,0
3.86,835020,64118,very small,new,3.89,large,0
3.88,19120,678,medium,new,2.7,small,0
4.0,21274,1534,very small,new,3.01,medium,0
3.1,5563,1303,small,new,2.84,medium,0
3.84,83837,1885,small,new,3.84,large,0
4.0,8873634,413752,small,new,3.98,large,0
4.0,1154517,87030,small,new,3.86,large,0
4.35,10073709,175264,large,old,3.98,large,0
4.17,2345921,77922,large,old,4.17,large,0
4.01,203831,33510,small,new,4.05,large,0
3.55,16970,2055,very small,new,3.04,medium,0
2.98,321,89,very small,new,2.94,small,0
3.94,309225,18599,small,new,3.95,large,0
3.77,404072,64717,small,new,3.82,large,0
3.85,186657,6711,large,old,3.83,large,0
4.08,52854,8325,very small,new,4.08,large,0
3.9,1002179,113163,medium,new,4.05,large,0
4.02,698105,26920,average,old,4.15,large,0
2.49,1398,103,very small,new,2.51,medium,0
3.47,5100,1011,very small,new,2.93,medium,0
3.83,378881,30796,average,old,3.98,large,0
4.0,1050289,75791,average,new,4.03,large,0
4.31,3556263,296614,medium,new,4.6,large,0
3.98,156435,18528,small,new,3.99,large,0
4.27,499214,49085,average,new,4.07,large,0
4.2,901968,100953,small,new,4.32,large,0
4.2,817207,96336,small,new,4.23,large,0
4.0,245776,16476,small,new,3.95,large,0
3.4,903,160,very small,new,2.71,small,0
2.9,4224,349,small,new,2.82,medium,0
4.02,5724594,337947,large,old,4.06,large,0
4.23,353862,48530,small,new,4.1,large,0
3.87,15137,1503,medium,new,2.86,small,0
3.88,1385551,106047,medium,new,3.96,large,0
4.28,448442,25874,small,old,4.29,large,0
3.58,6388,851,very small,new,2.58,small,0
